HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.target_node,Answer.connected
3087LXLJ6M5BMB7HKOU53P17PIF0FL,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:01 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:01 PDT 2018,,,3EFE17QCRDUXN0FTEJ6R40EQJWNHSB,A1L6PGLE7CIS12,Submitted,Mon Jun 18 08:06:32 PDT 2018,Mon Jun 18 08:15:03 PDT 2018,Thu Jun 21 08:15:03 PDT 2018,,,,511,0% (0/0),0% (0/0),0% (0/0),12,"4,5,13,30"
3087LXLJ6M5BMB7HKOU53P17PIF0FL,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:01 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:01 PDT 2018,,,3ZY8KE4ISKSQSLV0R4YQO1QY9N1QV9,A20F1SLHKHBUT3,Submitted,Mon Jun 18 07:26:49 PDT 2018,Mon Jun 18 07:43:21 PDT 2018,Thu Jun 21 07:43:21 PDT 2018,,,,992,0% (0/0),0% (0/0),0% (0/0),12,"4,5,13,30"
30EMX9PEVK8M36J7U14MT8ZVS6FKSU,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:05 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:05 PDT 2018,,,3K9FOBBF2I82TJ6EX843XYXRDE8NLW,A3RBA581BHJDR8,Submitted,Mon Jun 18 07:16:54 PDT 2018,Mon Jun 18 07:18:02 PDT 2018,Thu Jun 21 07:18:02 PDT 2018,,,,68,0% (0/0),0% (0/0),0% (0/0),144,"159, 128, 129, 70, 87, 103"
30EMX9PEVK8M36J7U14MT8ZVS6FKSU,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:05 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:05 PDT 2018,,,3XXU1SWE8NKIC4N3ZBDFD8L3B9D0AV,A20F1SLHKHBUT3,Submitted,Mon Jun 18 07:58:12 PDT 2018,Mon Jun 18 08:05:11 PDT 2018,Thu Jun 21 08:05:11 PDT 2018,,,,419,0% (0/0),0% (0/0),0% (0/0),144,"159,128,129"
30EMX9PEVK8M36J7U14MT8ZVS6FKSU,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:05 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:05 PDT 2018,,,3YJ6NA41JC5W1EURA25IL8PU94BPJZ,AL8KOIH1DJ7D9,Submitted,Mon Jun 18 07:34:21 PDT 2018,Mon Jun 18 07:35:55 PDT 2018,Thu Jun 21 07:35:55 PDT 2018,,,,94,0% (0/0),0% (0/0),0% (0/0),144,"159,128,129,103,70,87"
30IRMPJWDZ8A2RJUFC4H3YUZ64WKR6,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:04 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:04 PDT 2018,,,39O5D9O87UH2MBJY2CRPL19YEO63CJ,A5H7DAMCUM9WF,Submitted,Mon Jun 18 07:21:48 PDT 2018,Mon Jun 18 07:22:09 PDT 2018,Thu Jun 21 07:22:09 PDT 2018,,,,21,0% (0/0),0% (0/0),0% (0/0),123,"121,122,140"
30IRMPJWDZ8A2RJUFC4H3YUZ64WKR6,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:04 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:04 PDT 2018,,,3KYQYYSHYWW1DSIYL66STAPRUFIOD3,AWFWUFAI33WB2,Submitted,Mon Jun 18 07:33:47 PDT 2018,Mon Jun 18 07:34:18 PDT 2018,Thu Jun 21 07:34:18 PDT 2018,,,,31,0% (0/0),0% (0/0),0% (0/0),123,"122, 140, 153, 121"
30IRMPJWDZ8A2RJUFC4H3YUZ64WKR6,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:04 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:04 PDT 2018,,,3WYGZ5XF3X4OPQG1K49OHSUIBDBSKA,AA9Y4BEMJYWN1,Submitted,Mon Jun 18 07:17:01 PDT 2018,Mon Jun 18 07:35:13 PDT 2018,Thu Jun 21 07:35:13 PDT 2018,,,,1092,0% (0/0),0% (0/0),0% (0/0),123,"122,125,100"
30U1YOGZGALEP0DX2KIZPV458XIDSA,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,38F71OA9GULAB9BIZWM5P637BSEMFS,A5H7DAMCUM9WF,Submitted,Mon Jun 18 07:20:48 PDT 2018,Mon Jun 18 07:21:13 PDT 2018,Thu Jun 21 07:21:13 PDT 2018,,,,25,0% (0/0),0% (0/0),0% (0/0),182,"183,181"
30U1YOGZGALEP0DX2KIZPV458XIDSA,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,3AWETUDC93HUK7CRFTIK05C86OUZIJ,A2D6VL5XE0O4D3,Submitted,Mon Jun 18 07:35:53 PDT 2018,Mon Jun 18 08:13:31 PDT 2018,Thu Jun 21 08:13:31 PDT 2018,,,,2258,0% (0/0),0% (0/0),0% (0/0),182,"155, 125, 1596, 183"
30U1YOGZGALEP0DX2KIZPV458XIDSA,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,3K4J6M3CXFIFN8YODD2IY08JIQMGAY,A20F1SLHKHBUT3,Submitted,Mon Jun 18 07:14:30 PDT 2018,Mon Jun 18 07:21:47 PDT 2018,Thu Jun 21 07:21:47 PDT 2018,,,,437,0% (0/0),0% (0/0),0% (0/0),182,"181,192"
30UZJB2POH1F16DPXZZFJB8130L350,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,336YQZE83W3I9CITTK9W3UCUMYY5MQ,AL8KOIH1DJ7D9,Submitted,Mon Jun 18 07:14:54 PDT 2018,Mon Jun 18 07:16:14 PDT 2018,Thu Jun 21 07:16:14 PDT 2018,,,,80,0% (0/0),0% (0/0),0% (0/0),173,159
30UZJB2POH1F16DPXZZFJB8130L350,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,3A4NIXBJ77OWB1LEL7P3KJ8R8ODMLA,A20F1SLHKHBUT3,Submitted,Mon Jun 18 08:00:17 PDT 2018,Mon Jun 18 08:11:11 PDT 2018,Thu Jun 21 08:11:11 PDT 2018,,,,654,0% (0/0),0% (0/0),0% (0/0),173,"159,160"
30UZJB2POH1F16DPXZZFJB8130L350,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,3WETL7AQWUXHNQAJN24H7V3OM7R35I,AWFWUFAI33WB2,Submitted,Mon Jun 18 07:39:08 PDT 2018,Mon Jun 18 07:39:48 PDT 2018,Thu Jun 21 07:39:48 PDT 2018,,,,40,0% (0/0),0% (0/0),0% (0/0),173,159
30UZJB2POH1F16DPXZZFJB8130L532,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:04 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:04 PDT 2018,,,35H6S234SBPGK9X1642FEYF8WYW56T,A1LUWOV426JV1N,Submitted,Mon Jun 18 07:48:59 PDT 2018,Mon Jun 18 07:50:04 PDT 2018,Thu Jun 21 07:50:04 PDT 2018,,,,65,100% (1/1),0% (0/0),0% (0/0),122,"100, 120, 133"
30UZJB2POH1F16DPXZZFJB8130L532,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:04 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:04 PDT 2018,,,3R8YZBNQ9I7OHVU496VAINAVN5QQ7D,A2D6VL5XE0O4D3,Submitted,Mon Jun 18 07:17:02 PDT 2018,Mon Jun 18 08:07:23 PDT 2018,Thu Jun 21 08:07:23 PDT 2018,,,,3021,0% (0/0),0% (0/0),0% (0/0),122,"123, 100, 120"
30UZJB2POH1F16DPXZZFJB8130L532,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:04 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:04 PDT 2018,,,3XUHV3NRVLNWHYHI2NTJBP4Y5CB5HT,AL8KOIH1DJ7D9,Submitted,Mon Jun 18 07:44:54 PDT 2018,Mon Jun 18 07:46:55 PDT 2018,Thu Jun 21 07:46:55 PDT 2018,,,,121,0% (0/0),0% (0/0),0% (0/0),122,"100,120,123"
30Y6N4AHYPL2OLDKNVIUZLZ9MVZDRM,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,35LDD5557BTLRV3W07D25JVCJORKMO,A2D6VL5XE0O4D3,Submitted,Mon Jun 18 08:11:39 PDT 2018,Mon Jun 18 08:20:13 PDT 2018,Thu Jun 21 08:20:13 PDT 2018,,,,514,0% (0/0),0% (0/0),0% (0/0),181,"169, 170"
30Y6N4AHYPL2OLDKNVIUZLZ9MVZDRM,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,3OHYZ19UGDU3FLFM1WFQ39HL9CEAOG,A1VPJFCJDIXGW7,Submitted,Mon Jun 18 07:16:43 PDT 2018,Mon Jun 18 07:59:29 PDT 2018,Thu Jun 21 07:59:29 PDT 2018,,,,2566,100% (78/78),100% (78/78),0% (0/0),181,"170,161,169"
30Y6N4AHYPL2OLDKNVIUZLZ9MVZDRM,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:07 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:07 PDT 2018,,,3QXNC7EIPJK47LDY75ZFHDAJ5RG091,A20F1SLHKHBUT3,Submitted,Mon Jun 18 07:14:32 PDT 2018,Mon Jun 18 07:23:15 PDT 2018,Thu Jun 21 07:23:15 PDT 2018,,,,523,0% (0/0),0% (0/0),0% (0/0),181,"169,170"
30ZKOOGW2WVGX9BR5RCD3T9QXU8A1L,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:01 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:01 PDT 2018,,,3CFJTT4SXUFB0X6LWYQ19LJ9WVII7B,A1P2CL3DC1EHUA,Submitted,Mon Jun 18 07:36:58 PDT 2018,Mon Jun 18 07:38:04 PDT 2018,Thu Jun 21 07:38:04 PDT 2018,,,,66,0% (0/0),0% (0/0),0% (0/0),13,"12,30,14,33,15"
30ZKOOGW2WVGX9BR5RCD3T9QXU8A1L,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:01 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:01 PDT 2018,,,3DI28L7YXB3L96PXBZJ1NWU41G8E1Y,A1X3P33ODFD8OI,Submitted,Mon Jun 18 07:31:50 PDT 2018,Mon Jun 18 07:34:36 PDT 2018,Thu Jun 21 07:34:36 PDT 2018,,,,166,0% (0/0),0% (0/0),0% (0/0),13,"12,30,14,33,15"
30ZKOOGW2WVGX9BR5RCD3T9QXU8A1L,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:01 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:01 PDT 2018,,,3EFVCAY5L4YBVMVAOL37ZMU4KU98JW,A3RO0QIXW4IX3Y,Submitted,Mon Jun 18 07:28:39 PDT 2018,Mon Jun 18 07:30:08 PDT 2018,Thu Jun 21 07:30:08 PDT 2018,,,,89,0% (0/0),0% (0/0),0% (0/0),13,"14, 33, 15, 12, 30"
31ANT7FQN8RUVEKOCKOHN59BM535H9,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:06 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:06 PDT 2018,,,38SKSKU7R2MAFIVN0SRBSQ1ARFDLID,A20F1SLHKHBUT3,Submitted,Mon Jun 18 07:14:34 PDT 2018,Mon Jun 18 07:23:32 PDT 2018,Thu Jun 21 07:23:32 PDT 2018,,,,538,0% (0/0),0% (0/0),0% (0/0),171,"157,183"
31ANT7FQN8RUVEKOCKOHN59BM535H9,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:06 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:06 PDT 2018,,,3OUYGIZWR8NPZ8T5OUVC33AYAV0P0N,A35ILNV4D9WDL7,Submitted,Mon Jun 18 07:22:16 PDT 2018,Mon Jun 18 07:23:55 PDT 2018,Thu Jun 21 07:23:55 PDT 2018,,,,99,0% (0/0),0% (0/0),0% (0/0),171,"157,183,172"
31ANT7FQN8RUVEKOCKOHN59BM535H9,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:06 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:06 PDT 2018,,,3SITXWYCNWYVS4Y6812IHXSK3Y8BXL,ALEE1QD4TW9G4,Submitted,Mon Jun 18 07:24:45 PDT 2018,Mon Jun 18 07:25:55 PDT 2018,Thu Jun 21 07:25:55 PDT 2018,,,,70,0% (0/0),0% (0/0),0% (0/0),171,"157,183"
31MBOZ6PAOGHGVCTIFQNT38SV3YCLV,3K1KXTVNBKA0O1SZWN8YW0WDDJ31M0,Identify which numbered circles co-lie on a border,"From a map of numbered circles connected by lines, identify which numbers are co-lie on a boundary formed by dashed lines","image, write",$0.05 ,Mon Jun 18 07:10:01 PDT 2018,3,BatchId:3272551;OriginalHitTemplateId:920937333;,3600,259200,Mon Jun 25 07:10:01 PDT 2018,,,3GDTJDAPVV01WU1VRIGZFEMLOO58M1,AWFWUFAI33WB2,Submitted,Mon Jun 18 07:31:27 PDT 2018,Mon Jun 18 07:31:49 PDT 2018,Thu Jun 21 07:31:49 PDT 2018,,,,22,0% (0/0),0% (0/0),0% (0/0),10,"11, 9, 30, 29, 28, 8"
