HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.number
3SZYX62S5GPX2PECZB25WSKH86875I,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3LYA37P8IRCP84ZZ9INTR3KI7YBBKW,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:31:42 PDT 2018,Tue Jun 19 11:32:46 PDT 2018,Fri Jun 22 11:32:46 PDT 2018,,,,64,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_105.jpg,142
3SZYX62S5GPX2PECZB25WSKH86875I,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3ON104KXQLLWI587JHW97087KD44WG,A2HG1N3BVQO6I,Submitted,Tue Jun 19 11:32:22 PDT 2018,Tue Jun 19 11:32:26 PDT 2018,Fri Jun 22 11:32:26 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_105.jpg,142
3SMIWMMK61UTDJ5S8KIPWKBE0E9WUQ,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,33JKGHPFYDJMZ1OZXK5IXBCGDSJMN0,A1J9IYN46FX00O,Submitted,Tue Jun 19 11:30:14 PDT 2018,Tue Jun 19 11:32:11 PDT 2018,Fri Jun 22 11:32:11 PDT 2018,,,,117,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_106.jpg,141
3SMIWMMK61UTDJ5S8KIPWKBE0E9WUQ,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,33L7PJKHCHN59PRF0FHB1SHDI5FT8J,A24F42H3K58D8A,Submitted,Tue Jun 19 11:27:05 PDT 2018,Tue Jun 19 11:27:12 PDT 2018,Fri Jun 22 11:27:12 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_106.jpg,141
3SMIWMMK61UTDJ5S8KIPWKBE0E9WUQ,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,37XITHEISXYU5D40D2SL3ZCEKB4CRW,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:28:24 PDT 2018,Tue Jun 19 11:29:28 PDT 2018,Fri Jun 22 11:29:28 PDT 2018,,,,64,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_106.jpg,141
3FULMHZ7OUMYR9HZPCLKAIBT3Z84ML,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,33SA9F9TRYJEA7508N8MGMKYX2VWEB,A24F42H3K58D8A,Submitted,Tue Jun 19 11:27:32 PDT 2018,Tue Jun 19 11:27:39 PDT 2018,Fri Jun 22 11:27:39 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_11.jpg,193
3FULMHZ7OUMYR9HZPCLKAIBT3Z84ML,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3J4Q2Z4UTZS37AV5HE3MA39CG5JQWH,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:26:40 PDT 2018,Tue Jun 19 11:27:17 PDT 2018,Fri Jun 22 11:27:17 PDT 2018,,,,37,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_11.jpg,193
3FULMHZ7OUMYR9HZPCLKAIBT3Z84ML,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3XCC1ODXDM0YZEEJIKTGN41VOQ4RQF,A15OUPZLPQOQR3,Submitted,Tue Jun 19 11:27:28 PDT 2018,Tue Jun 19 11:27:34 PDT 2018,Fri Jun 22 11:27:34 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_11.jpg,193
3KI0JD2ZU17TLTEQ4UCAOYYH41J76Y,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3I2PTA7R3UJCCA1OS0KJMSFHTYDKQI,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:33:13 PDT 2018,Tue Jun 19 11:34:06 PDT 2018,Fri Jun 22 11:34:06 PDT 2018,,,,53,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_114.jpg,135
3KI0JD2ZU17TLTEQ4UCAOYYH41J76Y,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3NOKK93PR2XKT7J9NNEGUGDYQYREEE,AENW881YO2H8S,Submitted,Tue Jun 19 11:29:40 PDT 2018,Tue Jun 19 11:29:44 PDT 2018,Fri Jun 22 11:29:44 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_114.jpg,135
3KI0JD2ZU17TLTEQ4UCAOYYH41J76Y,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3Z3ZLGNNSJJ6GCTH7USK56YFICRQ3D,A1C59M3HPCO503,Submitted,Tue Jun 19 11:33:14 PDT 2018,Tue Jun 19 11:33:49 PDT 2018,Fri Jun 22 11:33:49 PDT 2018,,,,35,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_114.jpg,135
3AC6MFV69K7S2S4DJ8VXC9G6N8BZHI,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,34X6J5FLPUNH1QV6AFK7LDF4E9BJQG,A1C59M3HPCO503,Submitted,Tue Jun 19 11:29:53 PDT 2018,Tue Jun 19 11:30:49 PDT 2018,Fri Jun 22 11:30:49 PDT 2018,,,,56,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_115.jpg,147
3AC6MFV69K7S2S4DJ8VXC9G6N8BZHI,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,37W3JXSD67XCGCMR8OKGNPCEFE1WYR,A3L3ZFL1NYFTCF,Submitted,Tue Jun 19 11:30:25 PDT 2018,Tue Jun 19 11:30:29 PDT 2018,Fri Jun 22 11:30:29 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_115.jpg,147
3AC6MFV69K7S2S4DJ8VXC9G6N8BZHI,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3R6BYFZZP81L5LAMD3OE0NJ5I5HFX6,A15OUPZLPQOQR3,Submitted,Tue Jun 19 11:28:49 PDT 2018,Tue Jun 19 11:28:56 PDT 2018,Fri Jun 22 11:28:56 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_115.jpg,147
3WA2XVDZEM6EU8T0R2QGU8QYQONE6R,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3EJJQNKU9SULMLFGZU6MEQ9UX3BRHM,A1C59M3HPCO503,Submitted,Tue Jun 19 11:33:47 PDT 2018,Tue Jun 19 11:34:02 PDT 2018,Fri Jun 22 11:34:02 PDT 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_116.jpg,146
3WA2XVDZEM6EU8T0R2QGU8QYQONE6R,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3FIJLY1B6VTGWC8VRCEX6AX2G69PFT,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:31:58 PDT 2018,Tue Jun 19 11:33:06 PDT 2018,Fri Jun 22 11:33:06 PDT 2018,,,,68,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_116.jpg,146
3WA2XVDZEM6EU8T0R2QGU8QYQONE6R,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3QIYRE09Y46P3C2A4YMKDJODFHPN1U,A3L3ZFL1NYFTCF,Submitted,Tue Jun 19 11:32:02 PDT 2018,Tue Jun 19 11:32:06 PDT 2018,Fri Jun 22 11:32:06 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_116.jpg,146
3ECKRY5B1QLSYNFXPQDICLHLNLQZIB,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,320DUZ38G8BQO11S7JFVRZB28M2GJI,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:29:12 PDT 2018,Tue Jun 19 11:30:16 PDT 2018,Fri Jun 22 11:30:16 PDT 2018,,,,64,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_118.jpg,145
3ECKRY5B1QLSYNFXPQDICLHLNLQZIB,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3MRNMEIQW6VT77F18EQ01TLXZJTDL9,A1C59M3HPCO503,Submitted,Tue Jun 19 11:32:53 PDT 2018,Tue Jun 19 11:33:38 PDT 2018,Fri Jun 22 11:33:38 PDT 2018,,,,45,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_118.jpg,145
3ECKRY5B1QLSYNFXPQDICLHLNLQZIB,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3YGXWBAF716N47222QW8V614SXM4C7,A3L3ZFL1NYFTCF,Submitted,Tue Jun 19 11:32:04 PDT 2018,Tue Jun 19 11:32:08 PDT 2018,Fri Jun 22 11:32:08 PDT 2018,,,,4,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_118.jpg,145
3MZ3TAMYTLCJWWT6F9J5QIFME47RIA,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,379J5II41P5YZDT1491K7B3IZVTEL2,AYYH6PRXLFM9T,Submitted,Tue Jun 19 11:31:50 PDT 2018,Tue Jun 19 11:31:52 PDT 2018,Fri Jun 22 11:31:52 PDT 2018,,,,2,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_119.jpg,144
3MZ3TAMYTLCJWWT6F9J5QIFME47RIA,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3H8DHMCCWA0IN1XJNEEZMT8IAJODK6,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:33:16 PDT 2018,Tue Jun 19 11:34:12 PDT 2018,Fri Jun 22 11:34:12 PDT 2018,,,,56,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_119.jpg,144
3MZ3TAMYTLCJWWT6F9J5QIFME47RIA,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3ZAZR5XV027374QRNJMYP2EDTSPZCE,A1C59M3HPCO503,Submitted,Tue Jun 19 11:34:13 PDT 2018,Tue Jun 19 11:35:42 PDT 2018,Fri Jun 22 11:35:42 PDT 2018,,,,89,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_119.jpg,144
3XH7ZM9YX2JQLV03BFDSDPGJVEL9RA,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,33CID57105IVPFD4FPKOOKZL863L3I,A15OUPZLPQOQR3,Submitted,Tue Jun 19 11:31:12 PDT 2018,Tue Jun 19 11:31:18 PDT 2018,Fri Jun 22 11:31:18 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_12.jpg,189
3XH7ZM9YX2JQLV03BFDSDPGJVEL9RA,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3JNQLM5FT5B64XHLBP6J5AUT2S2L26,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:29:08 PDT 2018,Tue Jun 19 11:30:09 PDT 2018,Fri Jun 22 11:30:09 PDT 2018,,,,61,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_12.jpg,189
3XH7ZM9YX2JQLV03BFDSDPGJVEL9RA,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3YT88D1N09NK59VMUP8N9KM6J6Y3KX,A1LHDU0RM0ZUZV,Submitted,Tue Jun 19 11:30:52 PDT 2018,Tue Jun 19 11:31:00 PDT 2018,Fri Jun 22 11:31:00 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_12.jpg,189
3XD2A6FGFNJ2MA0GQ4DX3ZLFHG49SY,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3M0NZ3JDP2NI8JHC89ZQBW831B2Z55,A3O1I9MATO3ZZN,Submitted,Tue Jun 19 11:32:11 PDT 2018,Tue Jun 19 11:33:18 PDT 2018,Fri Jun 22 11:33:18 PDT 2018,,,,67,100% (57/57),100% (57/57),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_120.jpg,143
3XD2A6FGFNJ2MA0GQ4DX3ZLFHG49SY,3N0K7CX2I3WYAIKT07K5QZEUVIJ5A2,Write the numbers shown in an image,Write the numbers shown in an image,"image, write, transcription",$0.01 ,Tue Jun 19 11:26:18 PDT 2018,3,BatchId:3274275;OriginalHitTemplateId:920937333;,600,259200,Tue Jun 26 11:26:18 PDT 2018,,,3N1FSUEFL6PX9Z8G2MRJFCJMDXY4D7,A3L3ZFL1NYFTCF,Submitted,Tue Jun 19 11:32:08 PDT 2018,Tue Jun 19 11:32:16 PDT 2018,Fri Jun 22 11:32:16 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/miniature-monday/tmp/node_120.jpg,143
