HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.target_node,Answer.connected
382GHPVPHSGX5N9PJUG5EJ2N3K7439,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3570Y55XZQ8GJQWRTJGY1MQQI91YGJ,ABS83QIWSMZ9,Approved,Fri Jun 08 11:47:29 PDT 2018,Fri Jun 08 11:47:42 PDT 2018,Mon Jun 11 11:47:42 PDT 2018,2018-06-11 18:48:00 UTC,,,13,100% (6/6),100% (6/6),100% (6/6),6,"1,7,24,26,25,44"
382GHPVPHSGX5N9PJUG5EJ2N3K7439,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3TYCR1GOTD8WA8KX0WFXSL40KKQZLG,A1PPJJHOPZQ3E5,Approved,Fri Jun 08 11:44:59 PDT 2018,Fri Jun 08 11:52:45 PDT 2018,Mon Jun 11 11:52:45 PDT 2018,2018-06-11 18:53:00 UTC,,,466,100% (79/79),100% (79/79),100% (79/79),6,"7,1,24,25,26"
3KA7IJSNW6UOXBZLW7NZZ0BUI8GBPY,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,35LDD5557BTLRV3W07D25JVCGG4KMI,A1PPJJHOPZQ3E5,Approved,Fri Jun 08 11:46:03 PDT 2018,Fri Jun 08 12:02:45 PDT 2018,Mon Jun 11 12:02:45 PDT 2018,2018-06-11 19:03:00 UTC,,,1002,100% (79/79),100% (79/79),100% (79/79),7,"6,1,26,24,25,44"
3KA7IJSNW6UOXBZLW7NZZ0BUI8GBPY,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,378XPAWRUD2TJZ4J312LJCLZUVQIAL,ABS83QIWSMZ9,Approved,Fri Jun 08 11:46:31 PDT 2018,Fri Jun 08 11:46:35 PDT 2018,Mon Jun 11 11:46:35 PDT 2018,2018-06-11 18:47:00 UTC,,,4,100% (6/6),100% (6/6),100% (6/6),7,1
3XU80RHWHZ5INJSTJ8LOOOUTHK344U,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3RJSC4XJ11JL6YBM4FMY5X5HGOY50Z,A1VPJFCJDIXGW7,Approved,Fri Jun 08 12:49:22 PDT 2018,Fri Jun 08 12:56:55 PDT 2018,Mon Jun 11 12:56:55 PDT 2018,2018-06-11 19:57:00 UTC,,,453,100% (78/78),100% (78/78),100% (78/78),8,"10,28,2"
3XU80RHWHZ5INJSTJ8LOOOUTHK344U,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3S0TNUHWKU7YS0VIEPHWWOZRC2I8D5,A1PPJJHOPZQ3E5,Approved,Fri Jun 08 11:45:49 PDT 2018,Fri Jun 08 12:01:17 PDT 2018,Mon Jun 11 12:01:17 PDT 2018,2018-06-11 19:02:00 UTC,,,928,100% (79/79),100% (79/79),100% (79/79),8,"9,10,2,1,28,26"
3G5RUKN2ECS56X8BI8WB45B9UTC9NQ,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,35L9RVQFCP7D2D7X3O1RJ1WE1L3HU3,A2K4ZR7Z3M57FG,Approved,Fri Jun 08 11:45:55 PDT 2018,Fri Jun 08 11:46:27 PDT 2018,Mon Jun 11 11:46:27 PDT 2018,2018-06-11 18:47:00 UTC,,,32,100% (88/88),100% (87/87),100% (87/87),9,"8,10"
3G5RUKN2ECS56X8BI8WB45B9UTC9NQ,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3VELCLL3GL8DFKPT6A375EF4A9SF13,A1PPJJHOPZQ3E5,Approved,Fri Jun 08 11:45:35 PDT 2018,Fri Jun 08 11:58:10 PDT 2018,Mon Jun 11 11:58:10 PDT 2018,2018-06-11 18:59:00 UTC,,,755,100% (79/79),100% (79/79),100% (79/79),9,"8,10,2,11,3,26,1"
3O4VWC1GEWVN85SAM139KLR6LHXJ3F,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3IX2EGZR7C8HDRA6NU97Q3P97E4JR7,A1ZZINLCZZYOH4,Approved,Fri Jun 08 11:50:41 PDT 2018,Fri Jun 08 12:22:49 PDT 2018,Mon Jun 11 12:22:49 PDT 2018,2018-06-11 19:23:00 UTC,,,1928,100% (2/2),100% (2/2),100% (2/2),11,12
3O4VWC1GEWVN85SAM139KLR6LHXJ3F,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3QBD8R3Z228ODWZ5SV5ZQ6VLEUUO4C,A7SM0NS3IFW96,Approved,Fri Jun 08 11:50:17 PDT 2018,Fri Jun 08 11:59:59 PDT 2018,Mon Jun 11 11:59:59 PDT 2018,2018-06-11 19:00:00 UTC,,,582,100% (44/44),100% (44/44),100% (44/44),11,"9,11,12,11"
3ACRLU860N3K0KAVNT7O5OCQ41EEBG,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,36TFCYNS45Z5JH1S8TCE38VIV3LXHC,A3P1S139IPLUFB,Approved,Fri Jun 08 11:54:26 PDT 2018,Fri Jun 08 11:55:20 PDT 2018,Mon Jun 11 11:55:20 PDT 2018,2018-06-11 18:56:00 UTC,,,54,100% (7/7),100% (7/7),100% (7/7),13,"5, 12, 15, 16, 17, 14, 30, 32"
3ACRLU860N3K0KAVNT7O5OCQ41EEBG,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3YDTZAI2WY53H4S4MT7OEAIDLJJ414,A1PPJJHOPZQ3E5,Approved,Fri Jun 08 11:44:50 PDT 2018,Fri Jun 08 11:51:39 PDT 2018,Mon Jun 11 11:51:39 PDT 2018,2018-06-11 18:52:00 UTC,,,409,100% (79/79),100% (79/79),100% (79/79),13,"14,32,30,12,5,17,15,16"
3LXX8KJXPWYNOI8NJNWOJUBEK3H9O5,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3RWE2M8QWIZPWNHS8FIKZE537890NT,A6U5ZHN5Y953Q,Approved,Fri Jun 08 11:47:53 PDT 2018,Fri Jun 08 11:49:00 PDT 2018,Mon Jun 11 11:49:00 PDT 2018,2018-06-11 18:50:00 UTC,,,67,100% (2/2),100% (2/2),100% (2/2),14,"13,30,31,32,33,54"
3LXX8KJXPWYNOI8NJNWOJUBEK3H9O5,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3X65QVEQI1CJ2F9N8IVPHN3FB25CLV,A2FM59WS6UHSOD,Approved,Fri Jun 08 11:46:02 PDT 2018,Fri Jun 08 11:54:04 PDT 2018,Mon Jun 11 11:54:04 PDT 2018,2018-06-11 18:55:00 UTC,,,482,100% (14/14),100% (14/14),100% (14/14),14,"33,32,54,13,30,31"
3511RHPADV3LMX1C0CGIIY7EVKILRN,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3ATTHHXXWBD5FCCCEBUZ3KWXVHPIXH,A1VPJFCJDIXGW7,Approved,Fri Jun 08 12:49:39 PDT 2018,Fri Jun 08 13:03:25 PDT 2018,Mon Jun 11 13:03:25 PDT 2018,2018-06-11 20:04:00 UTC,,,826,100% (78/78),100% (78/78),100% (78/78),16,"35,17,33,36"
3511RHPADV3LMX1C0CGIIY7EVKILRN,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3EKVH9QMEZTN6LTTY88VMXMOQ2R2DX,A2K4ZR7Z3M57FG,Approved,Fri Jun 08 11:49:23 PDT 2018,Fri Jun 08 12:02:55 PDT 2018,Mon Jun 11 12:02:55 PDT 2018,2018-06-11 19:03:00 UTC,,,812,100% (88/88),100% (87/87),100% (87/87),16,"17,35,36"
36GJS3V78VFO2H4YHGAT3FGFPM2GJK,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3PS7W85Z80R5NUAP57NP1OCOZUO9TE,A2TN5NSHC2BZ12,Approved,Fri Jun 08 11:45:36 PDT 2018,Fri Jun 08 11:49:10 PDT 2018,Mon Jun 11 11:49:10 PDT 2018,2018-06-11 18:50:00 UTC,,,214,100% (1/1),100% (1/1),100% (1/1),17,"5, 12, 13, 15, 16, 36, 38, 18"
36GJS3V78VFO2H4YHGAT3FGFPM2GJK,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3VNL7UK1XG8EO4128TNHBKYZ2SJFTC,A7SM0NS3IFW96,Approved,Fri Jun 08 11:46:07 PDT 2018,Fri Jun 08 11:46:36 PDT 2018,Mon Jun 11 11:46:36 PDT 2018,2018-06-11 18:47:00 UTC,,,29,100% (44/44),100% (44/44),100% (44/44),17,18
3VDVA3ILID4H70OURR4NZFKTV521G1,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,35L9RVQFCP7D2D7X3O1RJ1WE1L3UHG,AFKZZEURTCR8U,Approved,Fri Jun 08 11:47:51 PDT 2018,Fri Jun 08 11:49:00 PDT 2018,Mon Jun 11 11:49:00 PDT 2018,2018-06-11 18:50:00 UTC,,,69,100% (13/13),100% (13/13),100% (13/13),18,"17,19,20,39"
3VDVA3ILID4H70OURR4NZFKTV521G1,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3IFS6Q0HJJ8XJVQDK1OC4CF5G1YISI,A3F0V9GJZLPGKS,Approved,Fri Jun 08 11:49:52 PDT 2018,Fri Jun 08 11:51:16 PDT 2018,Mon Jun 11 11:51:16 PDT 2018,2018-06-11 18:52:00 UTC,,,84,100% (4/4),100% (4/4),100% (4/4),18,"20,19,39,17,36,38"
3KL228NDMVBJD1AGZ1A54UGS4B2GKJ,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3MYYFCXHJ4W0LJI74CSRLXMJN9SG48,A1VPJFCJDIXGW7,Approved,Fri Jun 08 12:49:36 PDT 2018,Fri Jun 08 13:01:58 PDT 2018,Mon Jun 11 13:01:58 PDT 2018,2018-06-11 20:02:00 UTC,,,742,100% (78/78),100% (78/78),100% (78/78),20,"40,7389,106,131,19,39,37"
3KL228NDMVBJD1AGZ1A54UGS4B2GKJ,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3ZR9AIQJUCY3AF7MQA3O05Z3GRF04Z,A2K4ZR7Z3M57FG,Approved,Fri Jun 08 11:53:18 PDT 2018,Fri Jun 08 12:08:49 PDT 2018,Mon Jun 11 12:08:49 PDT 2018,2018-06-11 19:09:00 UTC,,,931,100% (88/88),100% (87/87),100% (87/87),20,"18,19,40"
3MDKGGG61QCGJRBXHXFBTUQZTAQ6TD,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3BWI6RSP7HYZKS4Z0F0AO6LH1UF7EC,A1PPJJHOPZQ3E5,Approved,Fri Jun 08 11:52:50 PDT 2018,Fri Jun 08 12:27:12 PDT 2018,Mon Jun 11 12:27:12 PDT 2018,2018-06-11 19:28:00 UTC,,,2062,100% (79/79),100% (79/79),100% (79/79),21,"42,41,40,20,23"
3MDKGGG61QCGJRBXHXFBTUQZTAQ6TD,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3LO69W1SU42WJRPSA4R87EOU9UWLGD,A2A0M30DSA7ZN,Approved,Fri Jun 08 11:44:26 PDT 2018,Fri Jun 08 11:49:03 PDT 2018,Mon Jun 11 11:49:03 PDT 2018,2018-06-11 18:50:00 UTC,,,277,100% (70/70),100% (69/69),100% (69/69),21,"20, 40, 41, 42, 23"
3PMR2DOWOOQ0J2WTXD4YTG07HGY45Z,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,379J5II41P5YZDT1491K7B3IWEJELR,A3O8YXPG1HGUH0,Approved,Fri Jun 08 11:48:54 PDT 2018,Fri Jun 08 11:50:26 PDT 2018,Mon Jun 11 11:50:26 PDT 2018,2018-06-11 18:51:00 UTC,,,92,100% (5/5),100% (5/5),100% (5/5),23,"21, 22, 77"
3PMR2DOWOOQ0J2WTXD4YTG07HGY45Z,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 11:44:16 PDT 2018,2,BatchId:3262286;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 11:44:16 PDT 2018,,,3COPXFW7XC1RCY09SN5UMNP7LLHKPG,A1JW2ZGC6WQ6SK,Approved,Fri Jun 08 11:54:51 PDT 2018,Fri Jun 08 11:56:11 PDT 2018,Mon Jun 11 11:56:11 PDT 2018,2018-06-11 18:57:00 UTC,,,80,100% (4/4),100% (4/4),100% (4/4),23,"22,77,21"
