HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.target_node,Answer.connected,Approve,Reject
374UMBUHN5E5Z8KYROSEFUI9PVKTC9,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,35USIKEBNS5KAY37A4Y18FFUKAC6NF,A1VPJFCJDIXGW7,Submitted,Fri Jun 08 08:46:53 PDT 2018,Fri Jun 08 08:47:46 PDT 2018,Mon Jun 11 08:47:46 PDT 2018,,,,53,0% (0/0),0% (0/0),0% (0/0),13,"14,30,12",,
374UMBUHN5E5Z8KYROSEFUI9PVKTC9,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3E4GGUZ1T9GVKRZ3QPUIQAHEAA4K26,A3DTEGZ2MT0OBO,Submitted,Fri Jun 08 08:44:07 PDT 2018,Fri Jun 08 08:45:39 PDT 2018,Mon Jun 11 08:45:39 PDT 2018,,,,92,0% (0/0),0% (0/0),0% (0/0),13,"5,12,14,15,16,17,30,32",,
3QQUBC64ZE3V7TQ9LO2PK8XR1VMNX4,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3C5W7UE9CGFRBV23ZQSRVD3ECO0MXO,A2K4ZR7Z3M57FG,Submitted,Fri Jun 08 08:45:04 PDT 2018,Fri Jun 08 08:50:15 PDT 2018,Mon Jun 11 08:50:15 PDT 2018,,,,311,100% (1/1),0% (0/0),0% (0/0),14,"54,30",,
3QQUBC64ZE3V7TQ9LO2PK8XR1VMNX4,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3ZSANO2JCGWD94ONJTIR1F2D08MFS2,A15BNT389V509A,Submitted,Fri Jun 08 08:45:52 PDT 2018,Fri Jun 08 08:47:14 PDT 2018,Mon Jun 11 08:47:14 PDT 2018,,,,82,0% (0/0),0% (0/0),0% (0/0),14,"33,54,30,13,32,31,52",,
388FBO7JZRIK7YGJQKOR3M4031GNYA,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3A7Y0R2P2PD1ANWIWTFZFLBX8U6XJW,A2H2IDI8O1CN42,Submitted,Fri Jun 08 08:48:56 PDT 2018,Fri Jun 08 08:50:22 PDT 2018,Mon Jun 11 08:50:22 PDT 2018,,,,86,0% (0/0),0% (0/0),0% (0/0),15,16,,
388FBO7JZRIK7YGJQKOR3M4031GNYA,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3IQ1VMJRYU908YBGZ7W86JMWB4KA99,A2K4ZR7Z3M57FG,Submitted,Fri Jun 08 08:43:37 PDT 2018,Fri Jun 08 08:44:11 PDT 2018,Mon Jun 11 08:44:11 PDT 2018,,,,34,100% (1/1),0% (0/0),0% (0/0),15,34,,
33TGB4G0LP6T26VTIKO1T73JQD8XTF,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3OE22WJIGJDQF660MEOLSFOFS7GQUN,A1PPJJHOPZQ3E5,Submitted,Fri Jun 08 08:45:24 PDT 2018,Fri Jun 08 08:48:45 PDT 2018,Mon Jun 11 08:48:45 PDT 2018,,,,201,0% (0/0),0% (0/0),0% (0/0),16,"17,36",,
33TGB4G0LP6T26VTIKO1T73JQD8XTF,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3VBEN272MLOJN4KIUDO9J02P1NLGS1,A10AU8CYQYF8GI,Submitted,Fri Jun 08 08:40:29 PDT 2018,Fri Jun 08 08:40:45 PDT 2018,Mon Jun 11 08:40:45 PDT 2018,,,,16,0% (0/0),0% (0/0),0% (0/0),16,#174,,
33EEIIWHK7WO61Y611TO0HVBQV1QVR,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,35H6S234SBPGK9X1642FEYF8TPD65Q,A1PPJJHOPZQ3E5,Submitted,Fri Jun 08 08:48:40 PDT 2018,Fri Jun 08 09:05:46 PDT 2018,Mon Jun 11 09:05:46 PDT 2018,,,,1026,0% (0/0),0% (0/0),0% (0/0),17,"16,36,38,18,5,12,13",,
33EEIIWHK7WO61Y611TO0HVBQV1QVR,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,36NEMU28XG2CMVXDPLW5TUP73MWWM7,A2YOXB2QL93LM8,Submitted,Fri Jun 08 08:52:28 PDT 2018,Fri Jun 08 08:53:06 PDT 2018,Mon Jun 11 08:53:06 PDT 2018,,,,38,0% (0/0),0% (0/0),0% (0/0),17,"5, 18, 36, 38, 16, 15, 13, 12",,
3WPCIUYH1AXF40QCRKNPZ00RAVWTD9,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,39OWYR0EPLGA5Q0WIZAGJ1QEHTIYFZ,A1VHJ2NJ8UGY9L,Submitted,Fri Jun 08 08:45:15 PDT 2018,Fri Jun 08 08:45:44 PDT 2018,Mon Jun 11 08:45:44 PDT 2018,,,,29,0% (0/0),0% (0/0),0% (0/0),18,"20, 19, 39, 38, 36, 17",,
3WPCIUYH1AXF40QCRKNPZ00RAVWTD9,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3A1PQ49WVI6XTGGZ10R78ZRHQNPH1L,A2K4ZR7Z3M57FG,Submitted,Fri Jun 08 08:53:17 PDT 2018,Fri Jun 08 09:03:35 PDT 2018,Mon Jun 11 09:03:35 PDT 2018,,,,618,100% (1/1),0% (0/0),0% (0/0),18,"17,20",,
3NKW03WTLMW1LQYBRBYKMJEPX43QW1,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,34S9DKFK74EMTIDDGNTTR6ZNJK6NYX,A1PPJJHOPZQ3E5,Submitted,Fri Jun 08 08:52:28 PDT 2018,Fri Jun 08 09:17:02 PDT 2018,Mon Jun 11 09:17:02 PDT 2018,,,,1474,0% (0/0),0% (0/0),0% (0/0),19,"20,18,39",,
3NKW03WTLMW1LQYBRBYKMJEPX43QW1,3DOL9V5RNSIDYP787704IN0DAUPP2Y,Identify which numbered circles are connected by lines,"From a map of numbered circles connected by lines, identify which numbers are connected a particular number of interest.","image, write",$0.05 ,Fri Jun 08 08:37:53 PDT 2018,2,BatchId:3262045;OriginalHitTemplateId:920937333;,3600,259200,Fri Jun 15 08:37:53 PDT 2018,,,3ERMJ6L4DZHXWGWCHDOT1EQQAVMM7U,AQLAOWZ959MPW,Submitted,Fri Jun 08 08:48:14 PDT 2018,Fri Jun 08 08:49:04 PDT 2018,Mon Jun 11 08:49:04 PDT 2018,,,,50,0% (0/0),0% (0/0),0% (0/0),19,"18,39,20",,
